,CustomerID,Invoices,DistinctProducts,Sales,OverallQuantity,SalesPerInvoice,ItemsPerInvoice,DistinctMonths,LastBuyMonths,SalesPerMonth,uniqueWeekdayInovices,uniqueWeekendInovices,WeekendPct
2049,15213,2,22,328.35,272,164.18,136.0,1,12,328.0,2,0,0.0
3854,17634,9,203,2220.09,828,246.68,92.0,11,2,202.0,8,1,0.1111111111111111
322,12814,1,1,85.92,48,85.92,48.0,1,5,86.0,1,0,0.0
166,12581,1,14,179.71,160,179.71,160.0,1,3,180.0,1,0,0.0
4013,14800,12,242,4190.19,3516,349.18,293.0,11,3,381.0,4,8,0.6666666666666666
708,13352,1,23,347.97999999999996,320,347.98,320.0,1,3,348.0,1,0,0.0
2007,16414,2,5,126.25,27,63.12,13.5,9,2,14.0,2,0,0.0
2849,16271,4,89,1389.64,1023,347.41,255.75,12,2,116.0,4,0,0.0
627,13244,1,27,121.74000000000001,38,121.74,38.0,1,4,122.0,1,0,0.0
2388,13314,3,53,750.44,558,250.15,186.0,4,1,188.0,3,0,0.0
1352,14247,1,18,124.02,46,124.02,46.0,1,10,124.0,0,1,1.0
1889,16805,2,94,460.59,539,230.3,269.5,7,7,66.0,1,1,0.5
3985,15514,11,93,2472.36,1378,224.76,125.27,12,2,206.0,8,3,0.2727272727272727
52,12454,1,12,2500.84,508,2500.84,508.0,1,3,2501.0,1,0,0.0
3190,16175,4,43,956.6899999999999,527,239.17,131.75,6,4,159.0,4,0,0.0
3334,15785,5,56,1963.95,1214,392.79,242.8,10,2,196.0,5,0,0.0
963,13723,1,6,199.85000000000002,43,199.85,43.0,1,8,200.0,1,0,0.0
3960,14711,11,218,2097.67,860,190.7,78.18,9,2,233.0,10,1,0.09090909090909091
610,13227,1,9,257.7,99,257.7,99.0,1,8,258.0,0,1,1.0
2476,16706,3,105,467.75,245,155.92,81.67,4,2,117.0,3,0,0.0
683,15417,1,28,508.8,284,508.8,284.0,1,4,509.0,1,0,0.0
1357,14582,1,6,114.11,73,114.11,73.0,1,3,114.0,0,1,1.0
3269,15201,5,35,1116.54,1114,223.31,222.8,6,4,186.0,5,0,0.0
3535,13477,6,56,1339.83,1012,223.3,168.67,10,2,134.0,5,1,0.16666666666666666
2180,15393,2,10,231.86,150,115.93,75.0,9,2,26.0,2,0,0.0
4096,15867,15,299,3532.05,1937,235.47,129.13,13,1,272.0,13,2,0.13333333333333333
3452,14487,6,109,1052.6299999999999,705,175.44,117.5,12,2,88.0,1,5,0.8333333333333334
4187,16729,21,238,7193.81,5626,342.56,267.9,8,2,899.0,21,0,0.0
753,15333,1,16,1028.56,344,1028.56,344.0,1,8,1029.0,0,1,1.0
2202,13023,2,35,599.9,280,299.95,140.0,3,3,200.0,2,0,0.0
2132,13479,2,14,300.95,134,150.48,67.0,2,8,150.0,2,0,0.0
2240,15469,2,22,415.45,147,207.72,73.5,3,3,138.0,2,0,0.0
1560,18189,2,65,1090.24,566,545.12,283.0,7,4,156.0,2,0,0.0
2945,15814,4,59,1716.3,970,429.08,242.5,2,2,858.0,4,0,0.0
3220,18231,5,104,2020.77,815,404.15,163.0,4,8,505.0,5,0,0.0
2435,13487,3,26,575.4,265,191.8,88.33,11,3,52.0,3,0,0.0
4101,17611,15,439,3922.87,2547,261.52,169.8,13,1,302.0,12,3,0.2
3044,14177,4,36,523.96,202,130.99,50.5,4,4,131.0,4,0,0.0
1885,15863,2,18,68.84,19,34.42,9.5,7,2,10.0,2,0,0.0
3413,12383,5,82,1551.97,1273,310.39,254.6,7,7,222.0,5,0,0.0
3554,14794,6,65,1175.36,664,195.89,110.67,12,1,98.0,5,1,0.16666666666666666
1036,13790,1,45,348.8,748,348.8,748.0,1,1,349.0,1,0,0.0
417,17960,1,26,73.78,41,73.78,41.0,1,7,74.0,1,0,0.0
2441,12990,3,8,409.5,200,136.5,66.67,10,2,41.0,3,0,0.0
2368,13258,3,28,672.83,282,224.28,94.0,7,2,96.0,3,0,0.0
78,16163,1,5,441.6,92,441.6,92.0,1,13,442.0,1,0,0.0
4239,17315,36,252,5696.44,3036,158.23,84.33,13,1,438.0,33,3,0.08333333333333333
1786,18034,2,99,418.68,559,209.34,279.5,1,2,419.0,2,0,0.0
1919,13822,2,87,598.6,509,299.3,254.5,3,1,200.0,0,2,1.0
1930,12816,2,24,395.3,123,197.65,61.5,4,4,99.0,2,0,0.0
1250,14727,1,7,116.03,53,116.03,53.0,1,10,116.0,1,0,0.0
2867,12724,4,47,923.41,439,230.85,109.75,12,1,77.0,2,2,0.5
1298,17263,1,23,63.440000000000005,36,63.44,36.0,1,8,63.0,0,1,1.0
967,13710,1,8,180.48,176,180.48,176.0,1,2,180.0,1,0,0.0
6,14423,1,3,265.2,120,265.2,120.0,1,8,265.0,1,0,0.0
1162,17415,1,10,168.29,103,168.29,103.0,1,4,168.0,1,0,0.0
1195,14036,1,36,588.4,265,588.4,265.0,1,11,588.0,1,0,0.0
2979,17633,4,59,1324.84,644,331.21,161.0,4,2,331.0,3,1,0.25
2798,17158,3,52,1254.22,777,418.07,259.0,12,2,105.0,3,0,0.0
3236,17667,5,83,1902.51,1021,380.5,204.2,9,3,211.0,5,0,0.0
3907,16076,10,70,2223.21,1339,222.32,133.9,8,1,278.0,9,1,0.1
2625,16898,3,149,488.28,411,162.76,137.0,12,2,41.0,2,1,0.3333333333333333
1997,13673,2,46,357.49,113,178.74,56.5,1,2,357.0,2,0,0.0
4179,16931,21,450,4529.37,3132,215.68,149.14,13,1,348.0,2,19,0.9047619047619048
1102,14972,1,16,89.27,26,89.27,26.0,1,5,89.0,1,0,0.0
113,16055,1,6,93.9,20,93.9,20.0,1,8,94.0,1,0,0.0
499,13070,1,9,228.8,110,228.8,110.0,1,8,229.0,1,0,0.0
1965,13730,2,37,714.35,485,357.18,242.5,1,6,714.0,2,0,0.0
3591,12472,7,218,5694.31,4092,813.47,584.57,12,2,475.0,5,2,0.2857142857142857
898,15158,1,7,401.40000000000003,198,401.4,198.0,1,3,401.0,1,0,0.0
4161,14397,19,18,2509.2799999999997,1746,132.07,91.89,8,1,314.0,16,3,0.15789473684210525
3716,15572,7,163,2291.87,1209,327.41,172.71,10,1,229.0,5,2,0.2857142857142857
2449,17646,3,45,993.44,322,331.15,107.33,6,8,166.0,3,0,0.0
3608,17193,7,14,1397.6200000000001,654,199.66,93.43,6,2,233.0,7,0,0.0
1466,12420,1,26,542.22,246,542.22,246.0,1,3,542.0,1,0,0.0
493,16482,1,18,220.62,346,220.62,346.0,1,2,221.0,1,0,0.0
1247,14753,1,30,563.15,211,563.15,211.0,1,4,563.0,1,0,0.0
364,15803,1,8,415.82000000000005,290,415.82,290.0,1,3,416.0,1,0,0.0
954,17538,1,9,98.42,134,98.42,134.0,1,2,98.0,1,0,0.0
3632,14572,7,187,2492.89,1297,356.13,185.29,12,1,208.0,5,2,0.2857142857142857
167,12580,1,23,379.7,236,379.7,236.0,1,9,380.0,1,0,0.0
741,13398,1,26,457.34,281,457.34,281.0,1,8,457.0,1,0,0.0
1679,18147,2,7,179.33999999999997,203,89.67,101.5,3,3,60.0,2,0,0.0
2526,15807,3,48,903.9,430,301.3,143.33,2,3,452.0,3,0,0.0
3125,14790,4,30,745.06,699,186.26,174.75,9,2,83.0,4,0,0.0
519,16494,1,47,826.53,675,826.53,675.0,1,11,827.0,1,0,0.0
813,13482,1,11,184.64,116,184.64,116.0,1,9,185.0,1,0,0.0
2319,12412,3,43,1142.88,824,380.96,274.67,4,4,286.0,3,0,0.0
1659,14643,2,29,693.8100000000001,815,346.9,407.5,7,7,99.0,2,0,0.0
1998,13675,2,25,486.82000000000005,330,243.41,165.0,6,6,81.0,2,0,0.0
830,15300,1,28,496.44,292,496.44,292.0,1,3,496.0,1,0,0.0
361,12837,1,10,91.65,21,91.65,21.0,1,7,92.0,0,1,1.0
4066,17975,13,188,4432.41,1562,340.95,120.15,12,2,369.0,12,1,0.07692307692307693
1759,14815,2,53,778.5,744,389.25,372.0,2,2,389.0,2,0,0.0
1927,12794,2,43,860.41,592,430.2,296.0,2,3,430.0,2,0,0.0
3812,16316,8,115,2213.66,1465,276.71,183.12,11,3,201.0,8,0,0.0
77,12461,1,34,626.88,282,626.88,282.0,1,6,627.0,1,0,0.0
2332,13174,3,220,2513.42,1339,837.81,446.33,12,2,209.0,2,1,0.3333333333333333
4257,12971,84,93,9299.68,5360,110.71,63.81,13,1,715.0,78,6,0.07142857142857142
1756,15985,2,28,1037.42,836,518.71,418.0,5,5,207.0,1,1,0.5
3889,14587,9,173,1478.29,741,164.25,82.33,11,2,134.0,9,0,0.0
4260,15311,91,569,29865.97,14233,328.2,156.41,13,1,2297.0,88,3,0.03296703296703297
3869,15281,9,114,2215.2000000000003,1202,246.13,133.56,10,3,222.0,7,2,0.2222222222222222
966,13712,1,8,165.0,156,165.0,156.0,1,9,165.0,1,0,0.0
3224,18016,5,89,1377.94,927,275.59,185.4,12,2,115.0,5,0,0.0
1431,14375,1,57,235.56,184,235.56,184.0,1,7,236.0,1,0,0.0
2639,14798,3,11,173.74,150,57.91,50.0,9,3,19.0,3,0,0.0
19,16211,1,22,534.27,153,534.27,153.0,1,4,534.0,1,0,0.0
3962,17870,11,210,1482.09,1219,134.74,110.82,6,1,247.0,11,0,0.0
3940,17491,10,74,3155.89,1719,315.59,171.9,13,1,243.0,10,0,0.0
614,16536,1,47,518.42,248,518.42,248.0,1,5,518.0,0,1,1.0
2151,15661,2,4,135.8,116,67.9,58.0,1,12,136.0,2,0,0.0
2660,16010,3,61,392.4,202,130.8,67.33,5,9,78.0,1,2,0.6666666666666666
812,13483,1,10,140.34,160,140.34,160.0,1,3,140.0,1,0,0.0
3987,14099,11,168,3087.2200000000003,2178,280.66,198.0,12,2,257.0,11,0,0.0
3033,13928,4,21,409.17,125,102.29,31.25,5,2,82.0,4,0,0.0
2616,17398,3,29,640.63,309,213.54,103.0,6,5,107.0,3,0,0.0
3912,13047,10,105,3186.54,1387,318.65,138.7,12,2,266.0,9,1,0.1
3585,16790,6,88,1545.6200000000001,898,257.6,149.67,2,1,773.0,5,1,0.16666666666666666
661,17732,1,17,291.22,92,291.22,92.0,1,13,291.0,1,0,0.0
3859,12500,9,33,2076.59,794,230.73,88.22,10,3,208.0,9,0,0.0
507,13045,1,18,305.28000000000003,221,305.28,221.0,1,4,305.0,1,0,0.0
1173,14014,1,39,505.18,1076,505.18,1076.0,1,4,505.0,1,0,0.0
4188,17450,22,91,19276.6,4672,876.21,212.36,12,2,1606.0,22,0,0.0
3678,14744,7,20,649.98,326,92.85,46.57,12,2,54.0,7,0,0.0
4250,15039,47,410,18345.19,7999,390.32,170.19,12,2,1529.0,47,0,0.0
353,16406,1,54,154.35,116,154.35,116.0,1,2,154.0,1,0,0.0
455,12995,1,3,211.32,108,211.32,108.0,1,4,211.0,1,0,0.0
1771,18101,2,37,222.4,87,111.2,43.5,5,2,44.0,2,0,0.0
173,16022,1,67,577.13,253,577.13,253.0,1,10,577.0,1,0,0.0
545,17843,1,36,205.48,113,205.48,113.0,1,11,205.0,1,0,0.0
671,15438,1,25,156.57999999999998,59,156.58,59.0,1,6,157.0,0,1,1.0
552,15592,1,24,388.58,354,388.58,354.0,1,3,389.0,1,0,0.0
1494,15545,2,78,288.96999999999997,162,144.48,81.0,11,3,26.0,1,1,0.5
476,15677,1,31,597.43,315,597.43,315.0,1,3,597.0,1,0,0.0
374,17962,1,33,102.41,127,102.41,127.0,1,6,102.0,1,0,0.0
3411,17609,5,198,1059.1299999999999,716,211.83,143.2,10,3,106.0,2,3,0.6
2924,16379,4,86,2106.4,1406,526.6,351.5,4,1,527.0,4,0,0.0
1753,12635,2,95,1505.18,1062,752.59,531.0,3,4,502.0,1,1,0.5
930,13682,1,2,34.0,8,34.0,8.0,1,7,34.0,0,1,1.0
698,13328,1,16,1042.08,536,1042.08,536.0,1,12,1042.0,1,0,0.0
457,12984,1,4,97.5,26,97.5,26.0,1,2,98.0,1,0,0.0
1470,12355,1,11,313.9,142,313.9,142.0,1,8,314.0,1,0,0.0
2673,16023,3,88,692.11,356,230.7,118.67,8,3,87.0,3,0,0.0
845,15277,1,12,255.89999999999998,205,255.9,205.0,1,3,256.0,1,0,0.0
2740,14267,3,23,1226.94,508,408.98,169.33,4,7,307.0,3,0,0.0
2591,13939,3,42,543.05,845,181.02,281.67,10,2,54.0,3,0,0.0
3229,13524,5,16,650.1800000000001,322,130.04,64.4,6,3,108.0,3,2,0.4
3451,14503,6,109,3404.96,1994,567.49,332.33,7,1,486.0,5,1,0.16666666666666666
260,12715,1,19,263.36,190,263.36,190.0,1,5,263.0,1,0,0.0
3525,12919,6,34,1335.19,673,222.53,112.17,7,1,191.0,6,0,0.0
909,13607,1,92,662.76,287,662.76,287.0,1,3,663.0,0,1,1.0
2107,15252,2,44,740.78,522,370.39,261.0,6,2,123.0,2,0,0.0
2688,16951,3,72,1229.9,1315,409.97,438.33,6,6,205.0,3,0,0.0
759,13419,1,16,221.06,275,221.06,275.0,1,3,221.0,1,0,0.0
581,17781,1,10,86.02,26,86.02,26.0,1,6,86.0,0,1,1.0
165,12586,1,11,196.94000000000003,79,196.94,79.0,1,2,197.0,1,0,0.0
3939,12708,10,80,2277.11,1280,227.71,128.0,12,2,190.0,10,0,0.0
227,12672,1,10,225.89999999999998,78,225.9,78.0,1,12,226.0,1,0,0.0
1245,14757,1,19,420.5,160,420.5,160.0,1,4,420.0,0,1,1.0
103,12521,1,36,530.73,305,530.73,305.0,1,6,531.0,1,0,0.0
3923,16549,10,449,4034.9,2294,403.49,229.4,11,2,367.0,7,3,0.3
1436,14357,1,39,225.12,147,225.12,147.0,1,3,225.0,1,0,0.0
3483,17426,6,173,4551.16,3072,758.53,512.0,10,1,455.0,6,0,0.0
2870,17929,4,4,843.0,108,210.75,27.0,10,2,84.0,4,0,0.0
2182,17691,2,18,290.40000000000003,134,145.2,67.0,1,13,290.0,2,0,0.0
2503,13666,3,12,84.65,41,28.22,13.67,9,3,9.0,3,0,0.0
829,13508,1,11,98.22,23,98.22,23.0,1,9,98.0,0,1,1.0
2445,15289,3,43,839.94,912,279.98,304.0,8,2,105.0,3,0,0.0
737,16611,1,9,129.49,47,129.49,47.0,1,7,129.0,1,0,0.0
1334,17251,1,37,269.83,108,269.83,108.0,1,13,270.0,0,1,1.0
1974,13754,2,11,282.59999999999997,214,141.3,107.0,7,6,40.0,2,0,0.0
2966,13614,4,166,1343.81,549,335.95,137.25,11,2,122.0,3,1,0.25
1145,13979,1,54,869.87,639,869.87,639.0,1,4,870.0,1,0,0.0
1364,17070,1,62,304.24,131,304.24,131.0,1,5,304.0,1,0,0.0
2497,17573,3,24,380.6,308,126.87,102.67,3,2,127.0,3,0,0.0
762,15360,1,13,427.93,223,427.93,223.0,1,3,428.0,1,0,0.0
2084,15724,2,11,218.25,73,109.12,36.5,4,8,55.0,1,1,0.5
2123,17637,2,34,534.3100000000001,279,267.16,139.5,4,2,134.0,2,0,0.0
921,15180,1,6,87.5,36,87.5,36.0,1,13,88.0,1,0,0.0
2320,12413,3,27,656.15,281,218.72,93.67,10,3,66.0,2,1,0.3333333333333333
3865,12626,9,227,5664.28,3396,629.36,377.33,11,2,515.0,9,0,0.0
1622,18151,2,37,623.45,353,311.73,176.5,6,6,104.0,2,0,0.0
1370,17226,1,19,278.74,285,278.74,285.0,1,11,279.0,1,0,0.0
8,17165,1,10,158.68,100,158.68,100.0,1,11,159.0,1,0,0.0
4030,13094,12,5,1622.0400000000002,1428,135.17,119.0,12,2,135.0,11,1,0.08333333333333333
577,17791,1,10,106.1,46,106.1,46.0,1,2,106.0,1,0,0.0
3032,13925,4,23,476.09999999999997,318,119.02,79.5,3,4,159.0,4,0,0.0
2697,16969,3,40,618.13,599,206.04,199.67,5,3,124.0,3,0,0.0
3552,15987,6,110,1079.43,627,179.9,104.5,12,2,90.0,5,1,0.16666666666666666
758,13422,1,125,2564.5,1322,2564.5,1322.0,1,3,2564.0,1,0,0.0
181,12614,1,20,315.6,76,315.6,76.0,1,10,316.0,1,0,0.0
599,13176,1,64,448.59,446,448.59,446.0,1,3,449.0,1,0,0.0
440,12966,1,10,160.18,75,160.18,75.0,1,2,160.0,1,0,0.0
3617,13139,7,131,5007.2,2327,715.31,332.43,9,2,556.0,6,1,0.14285714285714285
957,17531,1,14,296.7,136,296.7,136.0,1,7,297.0,1,0,0.0
1519,17189,2,52,383.75,226,191.88,113.0,9,5,43.0,2,0,0.0
2482,12885,3,62,1083.92,649,361.31,216.33,3,3,361.0,3,0,0.0
2613,16885,3,82,450.41,178,150.14,59.33,12,2,38.0,3,0,0.0
943,16727,1,41,256.32,167,256.32,167.0,1,13,256.0,1,0,0.0
1953,16384,2,32,559.0,258,279.5,129.0,7,4,80.0,1,1,0.5
2968,13558,4,121,569.02,336,142.26,84.0,3,1,190.0,1,3,0.75
315,12764,1,39,1166.28,346,1166.28,346.0,1,12,1166.0,1,0,0.0
283,12725,1,23,371.8,162,371.8,162.0,1,13,372.0,1,0,0.0
2921,13203,4,55,829.51,799,207.38,199.75,8,2,104.0,4,0,0.0
628,13243,1,52,531.9200000000001,228,531.92,228.0,1,8,532.0,1,0,0.0
4136,12540,17,270,11070.44,6584,651.2,387.29,12,2,923.0,16,1,0.058823529411764705
3144,14910,4,25,434.35,238,108.59,59.5,3,1,145.0,3,1,0.25
2479,13606,3,38,249.04999999999998,274,83.02,91.33,10,2,25.0,2,1,0.3333333333333333
210,12665,1,2,45.0,36,45.0,36.0,1,12,45.0,1,0,0.0
3733,15241,8,81,1704.0,1721,213.0,215.12,8,3,213.0,8,0,0.0
3657,14907,7,121,3282.2000000000003,1677,468.89,239.57,13,1,252.0,7,0,0.0
763,16625,1,23,333.08,164,333.08,164.0,1,10,333.0,1,0,0.0
88,18191,1,7,207.79999999999998,140,207.8,140.0,1,10,208.0,1,0,0.0
3823,12428,8,252,6065.36,3483,758.17,435.38,9,2,674.0,7,1,0.125
3284,15858,5,142,1325.57,1155,265.11,231.0,12,2,110.0,5,0,0.0
4143,17706,17,260,9090.19,3807,534.72,223.94,13,1,699.0,16,1,0.058823529411764705
3062,14234,4,121,750.12,851,187.53,212.75,2,2,375.0,4,0,0.0
4160,14895,19,270,10093.11,4520,531.22,237.89,11,1,918.0,12,7,0.3684210526315789
3979,14952,11,112,6990.63,2393,635.51,217.55,11,3,636.0,10,1,0.09090909090909091
855,17623,1,33,527.0500000000001,265,527.05,265.0,1,2,527.0,1,0,0.0
598,13177,1,17,282.45,91,282.45,91.0,1,3,282.0,1,0,0.0
27,18251,1,1,306.0,72,306.0,72.0,1,4,306.0,1,0,0.0
3434,18094,6,36,2384.3,1318,397.38,219.67,8,4,298.0,6,0,0.0
311,12784,1,53,476.82,278,476.82,278.0,1,2,477.0,1,0,0.0
2851,16094,4,46,986.78,640,246.7,160.0,7,2,141.0,4,0,0.0
777,15348,1,9,158.04,84,158.04,84.0,1,4,158.0,1,0,0.0
2626,16900,3,77,883.11,733,294.37,244.33,2,2,442.0,2,1,0.3333333333333333
3031,13984,4,13,488.03,271,122.01,67.75,12,2,41.0,3,1,0.25
3437,13949,6,123,2423.32,2374,403.89,395.67,4,1,606.0,5,1,0.16666666666666666
4051,15804,13,162,3780.04,2550,290.77,196.15,8,1,473.0,12,1,0.07692307692307693
317,12755,1,3,17.549999999999997,3,17.55,3.0,1,10,18.0,1,0,0.0
1563,14495,2,6,123.8,62,61.9,31.0,3,3,41.0,2,0,0.0
3840,13704,9,108,2227.36,1525,247.48,169.44,4,1,557.0,8,1,0.1111111111111111
2345,17777,3,141,647.56,501,215.85,167.0,4,2,162.0,3,0,0.0
3189,12393,4,49,1582.6000000000001,816,395.65,204.0,9,4,176.0,4,0,0.0
371,15744,1,3,34.8,120,34.8,120.0,1,4,35.0,1,0,0.0
4093,16904,15,381,3491.53,1869,232.77,124.6,13,1,269.0,15,0,0.0
3646,13110,7,104,1352.77,378,193.25,54.0,10,2,135.0,6,1,0.14285714285714285
2014,15762,2,35,549.85,249,274.92,124.5,2,3,275.0,2,0,0.0
1980,13760,2,50,286.79,197,143.4,98.5,8,3,36.0,1,1,0.5
2956,17692,4,34,740.9399999999999,672,185.24,168.0,9,5,82.0,4,0,0.0
1824,14905,2,14,616.15,287,308.08,143.5,4,6,154.0,2,0,0.0
1733,14778,2,34,730.86,306,365.43,153.0,7,5,104.0,2,0,0.0
497,15597,1,22,324.57,279,324.57,279.0,1,2,325.0,1,0,0.0
2950,17648,4,77,1721.0,481,430.25,120.25,7,3,246.0,4,0,0.0
2077,17604,2,57,309.36,169,154.68,84.5,5,8,62.0,2,0,0.0
268,12707,1,31,501.42,248,501.42,248.0,1,11,501.0,1,0,0.0
363,12833,1,22,389.68,154,389.68,154.0,1,6,390.0,0,1,1.0
100,16093,1,1,17.0,20,17.0,20.0,1,5,17.0,1,0,0.0
3708,13804,7,123,2554.49,1460,364.93,208.57,10,2,255.0,6,1,0.14285714285714285
4123,12901,16,28,2884.08,2312,180.26,144.5,9,2,320.0,16,0,0.0
2916,13247,4,18,501.12,328,125.28,82.0,3,2,167.0,3,1,0.25
3982,14239,11,80,2270.4500000000003,985,206.4,89.55,10,3,227.0,11,0,0.0
2469,15215,3,32,709.94,224,236.65,74.67,2,3,355.0,2,1,0.3333333333333333
223,15988,1,24,132.82999999999998,79,132.83,79.0,1,2,133.0,0,1,1.0
3528,14766,6,111,2458.42,1348,409.74,224.67,13,1,189.0,6,0,0.0
3623,16556,7,140,3211.7400000000002,1883,458.82,269.0,11,3,292.0,6,1,0.14285714285714285
2263,17764,2,70,755.6,350,377.8,175.0,6,3,126.0,2,0,0.0
3123,17073,4,142,1446.09,759,361.52,189.75,4,2,362.0,3,1,0.25
2563,15036,3,106,416.81,315,138.94,105.0,4,4,104.0,3,0,0.0
546,17839,1,50,318.15,257,318.15,257.0,1,3,318.0,1,0,0.0
4198,16013,24,22,10223.02,2790,425.96,116.25,13,1,786.0,24,0,0.0
90,18184,1,1,49.8,60,49.8,60.0,1,2,50.0,1,0,0.0
1409,14349,1,31,133.5,86,133.5,86.0,1,2,134.0,1,0,0.0
2281,17772,2,48,145.75,53,72.88,26.5,1,2,146.0,2,0,0.0
484,13043,1,10,276.82,150,276.82,150.0,1,10,277.0,1,0,0.0
2970,13592,4,12,203.31,81,50.83,20.25,9,2,23.0,3,1,0.25
1238,14090,1,1,76.32000000000001,72,76.32,72.0,1,12,76.0,1,0,0.0
1076,13889,1,15,416.90000000000003,146,416.9,146.0,1,4,417.0,1,0,0.0
2948,13510,4,87,1791.56,1386,447.89,346.5,7,1,256.0,4,0,0.0
3116,14577,4,88,859.71,353,214.93,88.25,12,2,72.0,2,2,0.5
1228,14073,1,13,151.04,130,151.04,130.0,1,2,151.0,1,0,0.0
3817,14936,8,209,7776.67,4060,972.08,507.5,9,2,864.0,6,2,0.25
3694,17655,7,63,2512.04,1110,358.86,158.57,12,2,209.0,6,1,0.14285714285714285
3436,12684,6,59,1951.59,1721,325.26,286.83,8,1,244.0,6,0,0.0
36,12442,1,11,144.06,181,144.06,181.0,1,1,144.0,1,0,0.0
1413,17187,1,10,203.95,144,203.95,144.0,1,9,204.0,1,0,0.0
2608,14856,3,61,1055.73,695,351.91,231.67,2,2,528.0,3,0,0.0
3616,15365,7,65,2314.32,1084,330.62,154.86,11,2,210.0,6,1,0.14285714285714285
3976,15023,11,342,6258.26,2812,568.93,255.64,13,1,481.0,9,2,0.18181818181818182
2764,16146,3,26,734.13,427,244.71,142.33,4,6,184.0,3,0,0.0
2177,13396,2,40,1284.99,595,642.5,297.5,11,2,117.0,2,0,0.0
1590,16244,2,88,1522.75,855,761.38,427.5,6,8,254.0,2,0,0.0
1169,16909,1,17,301.38,220,301.38,220.0,1,4,301.0,1,0,0.0
3571,13520,6,50,2566.75,1345,427.79,224.17,11,3,233.0,6,0,0.0
2786,14460,3,10,283.14,449,94.38,149.67,7,5,40.0,2,1,0.3333333333333333
2536,13764,3,182,1493.92,924,497.97,308.0,9,4,166.0,3,0,0.0
2843,18093,4,30,1964.92,1152,491.23,288.0,8,4,246.0,4,0,0.0
3201,13593,5,76,1986.38,717,397.28,143.4,8,5,248.0,4,1,0.2
2709,14669,3,156,1199.84,766,399.95,255.33,4,9,300.0,3,0,0.0
1517,14481,2,25,636.51,489,318.26,244.5,5,7,127.0,2,0,0.0
3326,13748,5,22,854.6,432,170.92,86.4,10,4,85.0,5,0,0.0
779,15346,1,17,252.42000000000002,144,252.42,144.0,1,12,252.0,1,0,0.0
1630,14220,2,21,632.4,272,316.2,136.0,5,9,126.0,2,0,0.0
3128,14692,4,54,591.55,265,147.89,66.25,7,6,85.0,3,1,0.25
360,12847,1,72,843.64,873,843.64,873.0,1,2,844.0,1,0,0.0
1728,17376,2,23,203.2,86,101.6,43.0,8,4,25.0,2,0,0.0
3802,13862,8,98,2209.36,1688,276.17,211.0,11,2,201.0,7,1,0.125
3060,14226,4,59,1778.79,984,444.7,246.0,9,2,198.0,4,0,0.0
2407,15646,3,33,422.14000000000004,392,140.71,130.67,8,6,53.0,3,0,0.0
2588,17440,3,3,84.42,126,28.14,42.0,4,6,21.0,3,0,0.0
2672,16020,3,42,851.01,487,283.67,162.33,2,2,426.0,3,0,0.0
2112,13493,2,3,212.85,123,106.42,61.5,2,10,106.0,2,0,0.0
2694,18149,3,11,612.0799999999999,310,204.03,103.33,8,3,77.0,2,1,0.3333333333333333
2569,15864,3,12,901.44,280,300.48,93.33,10,3,90.0,3,0,0.0
2897,13026,4,32,674.28,1200,168.57,300.0,10,1,67.0,4,0,0.0
701,17712,1,28,443.01,213,443.01,213.0,1,3,443.0,1,0,0.0
498,13072,1,7,177.15,69,177.15,69.0,1,10,177.0,1,0,0.0
538,13101,1,8,101.19,113,101.19,113.0,1,9,101.0,1,0,0.0
1626,18158,2,24,453.4,354,226.7,177.0,3,2,151.0,2,0,0.0
1982,15123,2,92,2135.56,1190,1067.78,595.0,8,1,267.0,2,0,0.0
586,15576,1,41,667.38,297,667.38,297.0,1,2,667.0,1,0,0.0
3534,15508,6,76,898.27,432,149.71,72.0,3,7,299.0,6,0,0.0
261,12713,1,37,794.55,505,794.55,505.0,1,1,795.0,1,0,0.0
2769,17076,3,16,714.0799999999999,286,238.03,95.33,12,2,60.0,3,0,0.0
1936,17505,2,47,1094.84,552,547.42,276.0,3,6,365.0,2,0,0.0
503,13061,1,10,248.61,107,248.61,107.0,1,4,249.0,1,0,0.0
1688,17311,2,52,1139.0,798,569.5,399.0,9,4,127.0,2,0,0.0
800,15292,1,21,147.49,53,147.49,53.0,1,8,147.0,0,1,1.0
3152,14820,4,24,507.29,253,126.82,63.25,6,2,85.0,1,3,0.75
2920,13200,4,41,844.59,514,211.15,128.5,4,2,211.0,3,1,0.25
106,12514,1,49,966.68,436,966.68,436.0,1,10,967.0,1,0,0.0
1404,14494,1,7,139.56,92,139.56,92.0,1,2,140.0,1,0,0.0
3973,15129,11,50,2833.21,1453,257.56,132.09,9,3,315.0,11,0,0.0
1443,14438,1,9,131.9,82,131.9,82.0,1,11,132.0,0,1,1.0
1395,14339,1,14,309.52,168,309.52,168.0,1,9,310.0,1,0,0.0
3029,14044,4,164,568.77,301,142.19,75.25,10,2,57.0,1,3,0.75
657,13291,1,40,348.36,232,348.36,232.0,1,6,348.0,1,0,0.0
2352,13242,3,12,270.40000000000003,130,90.13,43.33,4,5,68.0,3,0,0.0
1109,13926,1,10,183.9,103,183.9,103.0,1,2,184.0,1,0,0.0
423,15721,1,79,467.40000000000003,288,467.4,288.0,1,2,467.0,1,0,0.0
307,16363,1,5,109.36000000000001,52,109.36,52.0,1,3,109.0,1,0,0.0
64,16142,1,37,535.34,422,535.34,422.0,1,9,535.0,1,0,0.0
